Property_Type,BHK,Bathrooms,Balcony,Area_SqFt,Locality,City,Price_INR,Property_Age,Floor_Number,Furnished_Status,Metro_Distance,Hospital_Distance,School_Distance,Mall_Distance,Airport_Distance,Crime_Index,Infrastructure_Growth_Score
Built-up  Area,2.0,2.0,1.0,1060.0,Electronic City,Bangalore,6000000.0,4,9,Semi-Furnished,7.29,1.82,3.16,5.86,40.53,11,84
Built-up  Area,3.0,2.0,2.0,1470.0,Jai Bheema Nagar,Bangalore,7000000.0,16,12,Fully Furnished,4.37,4.96,1.74,1.43,36.94,30,81
Super built-up  Area,6.0,6.0,0.0,1300.0,Kothnur Narayanapura,Bangalore,9900000.0,16,4,Unfurnished,6.18,4.08,2.54,8.5,43.11,30,95
Super built-up  Area,1.0,1.0,1.0,450.0,Attibele,Bangalore,1100000.0,16,9,Fully Furnished,5.98,1.9,1.17,1.93,30.3,30,86
Super built-up  Area,2.0,2.0,1.0,1152.0,Electronic City,Bangalore,6450000.0,1,3,Fully Furnished,7.97,2.14,0.5,7.81,44.31,29,87
Super built-up  Area,3.0,2.0,1.0,1350.0,Electronic City,Bangalore,5600000.0,1,1,Fully Furnished,1.65,2.47,0.79,4.62,44.27,18,87
Super built-up  Area,3.0,3.0,3.0,1550.0,CV Raman Nagar,Bangalore,6500000.0,4,6,Semi-Furnished,7.79,4.05,1.6,5.86,40.55,30,84
Plot  Area,3.0,3.0,2.0,1500.0,CHIKKATIRUPATHI,Bangalore,10000000.0,0,10,Unfurnished,7.73,3.56,2.99,2.44,41.59,22,89
Plot  Area,5.0,3.0,2.0,600.0,Kumaraswami Layout,Bangalore,8500000.0,0,14,Semi-Furnished,5.62,2.94,2.43,1.58,43.64,20,81
Plot  Area,1.0,1.0,0.0,400.0,Nagavara,Bangalore,1400000.0,18,7,Semi-Furnished,4.09,2.51,1.63,8.84,36.17,13,84
Super built-up  Area,1.0,1.0,2.0,705.0,Malleshwaram,Bangalore,6700000.0,1,4,Semi-Furnished,10.31,1.64,2.0,2.27,28.84,29,81
Built-up  Area,2.0,1.0,1.0,770.0,Electronic City,Bangalore,3600000.0,11,10,Unfurnished,5.12,2.54,2.41,2.79,32.1,27,94
Super built-up  Area,2.0,2.0,3.0,1242.0,Hulimavu,Bangalore,5100000.0,5,5,Semi-Furnished,4.77,3.99,0.84,1.3,41.69,16,83
Super built-up  Area,3.0,3.0,2.0,1700.0,Hebbal Kempapura,Bangalore,15500000.0,3,4,Semi-Furnished,6.36,2.51,1.23,3.88,33.51,22,89
Super built-up  Area,3.0,3.0,2.0,2144.0,Thanisandra,Bangalore,14500000.0,10,3,Semi-Furnished,4.42,2.86,1.25,4.12,29.32,27,84
Super built-up  Area,3.0,3.0,2.0,1704.0,Vijayanagar,Bangalore,11000000.0,16,1,Unfurnished,10.22,2.02,0.59,4.67,34.82,22,94
Super built-up  Area,2.0,2.0,1.0,1070.0,Electronic City,Bangalore,5200000.0,5,13,Unfurnished,7.43,2.68,0.96,6.07,26.19,23,94
Plot  Area,3.0,3.0,2.0,1846.0,8th block Koramangala,Bangalore,30000000.0,4,6,Fully Furnished,9.42,3.92,2.33,8.4,39.44,24,83
Super built-up  Area,2.0,2.0,2.0,1340.0,Jakkuru Layout,Bangalore,5570000.0,19,10,Semi-Furnished,9.33,4.65,1.06,6.31,36.3,25,89
Built-up  Area,2.0,2.0,1.0,1025.0,Electronic City,Bangalore,4600000.0,1,5,Semi-Furnished,9.78,2.73,2.41,7.15,33.4,29,92
Super built-up  Area,2.0,2.0,0.0,1277.5,KR Puram,Bangalore,5680000.0,5,11,Unfurnished,10.63,1.17,0.29,6.14,35.7,10,80
Super built-up  Area,2.0,2.0,2.0,1200.0,Marathahalli,Bangalore,5200000.0,10,1,Unfurnished,11.15,3.98,0.86,8.43,42.74,33,83
Built-up  Area,4.0,4.0,1.0,2250.0,Kanakpura Road,Bangalore,11000000.0,15,5,Semi-Furnished,5.53,3.91,2.52,4.95,31.48,17,81
Super built-up  Area,3.0,2.0,3.0,1550.0,Pattandur Agrahara,Bangalore,8000000.0,15,6,Fully Furnished,6.16,3.54,2.42,3.92,38.81,22,91
Plot  Area,4.0,5.0,2.0,1200.0,Bellandur,Bangalore,32500000.0,0,10,Fully Furnished,2.03,3.12,1.25,6.22,34.46,32,85
Plot  Area,7.0,7.0,1.0,1800.0,Ejipura,Bangalore,25000000.0,8,5,Semi-Furnished,11.22,1.94,2.57,4.68,30.65,23,95
Super built-up  Area,2.0,2.0,2.0,1200.0,Marathahalli,Bangalore,6000000.0,5,1,Fully Furnished,7.67,3.87,0.83,5.17,33.3,22,94
Super built-up  Area,2.0,2.0,2.0,1327.0,Yelahanka,Bangalore,9800000.0,15,14,Fully Furnished,8.98,4.93,3.31,5.54,30.23,13,86
Super built-up  Area,2.0,2.0,2.0,1186.0,Kothanur,Bangalore,5800000.0,2,5,Semi-Furnished,6.08,2.61,1.15,5.22,29.47,26,97
Built-up  Area,3.0,3.0,1.0,1783.0,MS Pallya,Bangalore,11500000.0,19,10,Fully Furnished,6.48,1.23,1.98,3.42,37.37,23,90
Super built-up  Area,3.0,3.0,2.0,1400.0,HSR Layout,Bangalore,5600000.0,3,1,Unfurnished,7.2,1.51,3.8,4.58,41.86,21,88
Super built-up  Area,2.0,2.0,1.0,980.0,Nagasandra,Bangalore,4800000.0,18,11,Semi-Furnished,9.85,1.66,2.4,9.58,29.72,14,95
Super built-up  Area,2.0,2.0,2.0,1285.0,EPIP Zone,Bangalore,8200000.0,2,3,Unfurnished,7.94,3.36,3.06,4.73,42.25,14,97
Super built-up  Area,3.0,2.0,1.0,912.0,Langford Town,Bangalore,7000000.0,18,12,Semi-Furnished,10.02,3.95,3.03,2.75,38.87,32,91
Built-up  Area,2.0,2.0,2.0,1225.0,Whitefield,Bangalore,4760000.0,19,13,Unfurnished,3.78,2.07,1.65,1.36,38.19,21,92
Super built-up  Area,2.0,2.0,1.0,1075.0,Whitefield,Bangalore,5300000.0,6,2,Fully Furnished,3.66,3.79,0.58,5.82,32.06,25,90
Built-up  Area,3.0,2.0,2.0,1260.0,Kadugodi,Bangalore,5400000.0,19,13,Unfurnished,3.67,0.9,1.49,7.03,42.9,28,83
Super built-up  Area,3.0,2.0,2.0,1282.0,Yelahanka,Bangalore,4870000.0,8,1,Unfurnished,1.55,4.54,0.33,5.58,43.64,14,92
Super built-up  Area,3.0,3.0,2.0,1909.0,Kogilu,Bangalore,8800000.0,0,4,Unfurnished,3.38,0.8,1.2,6.8,37.8,30,83
Super built-up  Area,2.0,2.0,1.0,1359.0,Panathur,Bangalore,8700000.0,7,2,Unfurnished,2.75,4.11,0.34,4.18,32.51,12,91
Built-up  Area,2.0,2.0,2.0,1207.0,Nagondanahalli,Bangalore,4350000.0,6,5,Unfurnished,6.26,3.7,1.79,1.62,31.49,23,97
Plot  Area,4.0,6.0,0.0,1736.0,Padmanabhanagar,Bangalore,19000000.0,17,10,Semi-Furnished,2.84,3.4,0.23,4.78,43.33,28,82
Super built-up  Area,4.0,4.0,1.0,2850.0,1st Block Jayanagar,Bangalore,42800000.0,7,1,Unfurnished,5.87,0.77,3.09,5.65,41.38,24,90
Super built-up  Area,3.0,3.0,2.0,1595.0,Kammasandra,Bangalore,6500000.0,0,12,Unfurnished,11.99,2.84,3.86,7.84,31.15,18,82
Built-up  Area,3.0,3.0,2.0,1798.0,"Off Sarjapur Road, ",Bangalore,8900000.0,10,10,Semi-Furnished,6.79,1.05,0.32,9.3,25.04,21,80
Super built-up  Area,3.0,3.0,2.0,1475.0,Electronics City Phase 1,Bangalore,7829000.000000001,17,1,Semi-Furnished,11.21,2.48,2.4,7.51,40.44,19,96
Super built-up  Area,3.0,3.0,3.0,1580.0,Tala Cauvery Layout,Bangalore,10000000.0,9,11,Fully Furnished,8.87,1.26,1.23,6.36,37.96,30,92
Super built-up  Area,2.0,2.0,1.0,1295.0,Dasarahalli,Bangalore,6500000.0,2,10,Unfurnished,10.89,1.2,2.19,2.37,28.24,21,96
Built-up  Area,6.0,6.0,0.0,3600.0,Magadi Road,Bangalore,14100000.0,6,4,Unfurnished,8.07,3.08,3.78,1.12,28.65,30,92
Super built-up  Area,1.0,1.0,1.0,589.0,Electronic City,Bangalore,2700000.0,15,7,Fully Furnished,10.01,1.78,3.11,3.57,29.21,13,88
Super built-up  Area,3.0,3.0,3.0,1415.0,Ngef Layout,Bangalore,7800000.0,15,14,Unfurnished,4.68,3.97,3.04,2.37,27.96,24,89
Super built-up  Area,3.0,3.0,2.0,1787.0,Sarjapur  Road,Bangalore,9829000.0,19,14,Fully Furnished,5.41,1.64,1.31,2.48,28.3,34,81
Super built-up  Area,3.0,3.0,2.0,1787.0,Sarjapur  Road,Bangalore,12500000.0,16,2,Semi-Furnished,11.58,2.01,3.23,8.82,26.31,22,90
Super built-up  Area,3.0,2.0,3.0,1475.0,Koramangala,Bangalore,9000000.0,1,2,Unfurnished,4.31,3.16,0.59,9.15,27.19,16,84
Built-up  Area,4.0,4.0,1.0,2000.0,"Lakshminarayanapura, Electronic City Phase 2",Bangalore,7550000.0,0,1,Unfurnished,5.92,0.54,2.89,9.59,41.77,15,86
Super built-up  Area,2.0,2.0,1.0,984.0,Sarjapur  Road,Bangalore,4428000.0,15,5,Semi-Furnished,8.34,4.29,1.74,1.78,28.07,28,81
Super built-up  Area,3.0,3.0,2.0,1630.0,Devanahalli,Bangalore,7481999.999999999,11,6,Unfurnished,5.62,0.91,1.86,1.94,26.89,17,86
Super built-up  Area,3.0,4.0,2.0,2405.0,Muthurayya Swamy Layout,Bangalore,26000000.0,4,13,Semi-Furnished,1.72,0.62,2.06,3.26,32.33,18,91
Built-up  Area,2.0,2.0,2.0,1080.0,7th Phase JP Nagar,Bangalore,7200000.0,4,6,Semi-Furnished,9.82,3.98,3.12,9.63,29.28,28,96
Plot  Area,2.0,2.0,1.0,1500.0,Shantiniketan Layout,Bangalore,11500000.0,8,2,Fully Furnished,5.02,4.1,1.38,2.72,37.43,13,92
Super built-up  Area,3.0,3.0,2.0,1900.0,Hebbal,Bangalore,11900000.0,8,12,Semi-Furnished,3.89,3.37,1.43,7.23,44.84,20,84
Super built-up  Area,2.0,2.0,1.0,805.0,Dommasandra,Bangalore,2214000.0,2,12,Fully Furnished,6.81,4.24,2.18,3.03,28.01,22,84
Super built-up  Area,2.0,2.0,2.0,1153.0,Budigere,Bangalore,5640000.0,18,7,Semi-Furnished,1.59,4.63,1.22,8.08,31.61,18,90
Super built-up  Area,2.0,2.0,2.0,1148.0,Dodda Nekkundi Extension,Bangalore,6000000.0,15,6,Fully Furnished,10.57,1.51,1.9,7.0,40.64,29,91
Super built-up  Area,2.0,2.0,2.0,1110.0,Mylasandra,Bangalore,5500000.0,15,8,Fully Furnished,4.24,2.52,2.71,6.01,27.45,21,82
Built-up  Area,2.0,2.0,2.0,1100.0,Electronic City,Bangalore,4200000.0,2,6,Fully Furnished,11.19,2.32,3.96,6.29,37.02,10,85
Super built-up  Area,2.0,2.0,2.0,1290.0,Kalyan nagar,Bangalore,11000000.0,19,9,Fully Furnished,8.62,1.26,1.2,9.83,43.03,20,92
Super built-up  Area,3.0,2.0,1.0,1500.0,Dr Shivarama Karantha Nagar,Bangalore,6500000.0,0,10,Unfurnished,7.26,1.69,1.2,3.34,36.92,11,82
Super built-up  Area,2.0,2.0,2.0,1080.0,Bank Of Baroda Colony,Bangalore,3900000.0,19,2,Semi-Furnished,9.97,2.34,1.7,5.89,44.86,20,85
Super built-up  Area,3.0,3.0,1.0,1933.0,Vijayanagar,Bangalore,12900000.0,10,7,Semi-Furnished,11.93,0.96,2.7,6.11,42.75,18,84
Built-up  Area,5.0,5.0,2.0,3500.0,Ramamurthy Nagar,Bangalore,15000000.0,16,5,Semi-Furnished,4.14,3.91,3.72,2.29,30.16,34,97
Built-up  Area,2.0,2.0,2.0,1060.0,Kullappa Colony,Bangalore,6000000.0,7,1,Semi-Furnished,5.23,3.24,3.81,2.7,43.69,20,93
Super built-up  Area,1.0,1.0,1.0,645.0,Chandapura,Bangalore,1645000.0,3,3,Fully Furnished,6.59,4.65,1.48,6.73,33.62,18,90
Plot  Area,8.0,8.0,2.0,2600.0,Mukkutam Nagar,Bangalore,18000000.0,5,4,Unfurnished,7.16,0.64,1.79,4.73,31.85,18,96
Super built-up  Area,3.0,3.0,3.0,1644.0,Ashwath Nagar,Bangalore,8400000.0,7,12,Semi-Furnished,7.31,3.43,1.86,9.82,37.44,14,91
Super built-up  Area,2.0,2.0,3.0,1285.0,Ncpr Industrial Layout,Bangalore,7250000.0,19,2,Semi-Furnished,7.26,4.03,1.53,2.92,26.6,20,86
Plot  Area,3.0,3.0,1.0,1200.0,Electronic City,Bangalore,9000000.0,2,7,Semi-Furnished,10.2,2.8,1.4,5.1,25.74,30,85
Super built-up  Area,2.0,2.0,1.0,910.0,Electronic City,Bangalore,4000000.0,15,1,Fully Furnished,5.75,4.85,0.47,1.7,36.8,24,91
Super built-up  Area,3.0,3.0,1.0,1577.0,Kothanur,Bangalore,7000000.0,2,3,Semi-Furnished,1.62,0.67,2.27,2.11,26.56,13,81
Plot  Area,3.0,3.0,2.0,4050.0,Meenakunte,Bangalore,28000000.0,17,12,Semi-Furnished,10.69,2.86,2.72,5.73,27.84,15,86
Super built-up  Area,3.0,3.0,2.0,2420.0,OMBR Layout,Bangalore,18500000.0,13,9,Unfurnished,8.45,1.91,3.97,5.5,44.99,19,87
Super built-up  Area,2.0,1.0,1.0,800.0,Chandapura,Bangalore,2000000.0,17,11,Fully Furnished,3.49,4.88,2.55,7.88,25.5,30,89
Built-up  Area,2.0,2.0,2.0,1060.0,Anand Nagar,Bangalore,5500000.0,1,14,Unfurnished,1.81,4.81,2.52,3.12,38.89,25,89
Super built-up  Area,2.0,2.0,2.0,1270.0,7th Phase JP Nagar,Bangalore,9300000.0,2,2,Semi-Furnished,4.82,0.94,1.61,1.6,43.83,23,87
Super built-up  Area,2.0,2.0,2.0,900.0,Shree Ananth Nagar Layout,Bangalore,2250000.0,15,5,Fully Furnished,2.81,2.27,0.42,3.17,33.61,13,91
Built-up  Area,2.0,2.0,1.0,1280.0,Kundalahalli Colony,Bangalore,6900000.0,8,4,Semi-Furnished,10.92,1.49,2.53,7.11,36.56,33,83
Plot  Area,4.0,2.0,0.0,1200.0,Horamavu Agara,Bangalore,9500000.0,3,12,Semi-Furnished,4.42,4.23,0.68,7.24,30.69,19,96
Built-up  Area,2.0,2.0,2.0,1025.0,Sarjapur  Road,Bangalore,3600000.0,0,3,Fully Furnished,8.91,4.6,3.03,4.33,34.59,28,95
Super built-up  Area,2.0,2.0,1.0,1108.0,Electronic City,Bangalore,6300000.0,3,5,Unfurnished,8.41,4.48,3.07,5.21,43.3,17,96
Plot  Area,5.0,5.0,2.0,1200.0,MCECHS  layout,Bangalore,17000000.0,0,6,Fully Furnished,9.0,2.11,0.6,9.87,26.5,24,82
Super built-up  Area,3.0,3.0,2.0,3045.0,Coffee Board Layout,Bangalore,17000000.0,13,1,Fully Furnished,7.07,1.86,1.25,8.95,41.0,28,86
Plot  Area,4.0,3.0,2.0,2900.0,Ambedkar Nagar,Bangalore,30000000.0,15,2,Unfurnished,9.16,3.54,3.32,6.13,29.31,11,95
Super built-up  Area,3.0,3.0,2.0,1500.0,Vijayanagar,Bangalore,7550000.0,19,1,Fully Furnished,6.88,4.69,3.86,3.85,36.6,27,86
Super built-up  Area,2.0,2.0,2.0,1295.0,Raja Rajeshwari Nagar,Bangalore,4390000.0,7,3,Unfurnished,5.46,0.78,2.98,8.72,31.77,33,88
Super built-up  Area,2.0,2.0,1.0,1162.0,Budigere,Bangalore,5990000.0,6,8,Unfurnished,10.51,0.76,1.73,6.38,28.68,20,80
Super built-up  Area,2.0,2.0,2.0,1035.0,Sarjapur  Road,Bangalore,4920000.0,2,8,Fully Furnished,6.32,2.32,3.34,8.7,43.49,30,85
Built-up  Area,4.0,4.0,0.0,1600.0,Attibele,Bangalore,5280000.0,16,4,Fully Furnished,7.46,2.38,1.31,7.17,43.01,28,97
Super built-up  Area,3.0,3.0,2.0,1464.0,KUDLU MAIN ROAD,Bangalore,4600000.0,0,6,Unfurnished,6.38,2.72,3.49,4.08,29.46,17,90
Super built-up  Area,3.0,2.0,2.0,1866.0,Hennur Road,Bangalore,6158000.0,15,12,Unfurnished,9.64,2.75,0.36,8.04,38.28,22,95
Super built-up  Area,2.0,1.0,1.0,700.0,Geleyara Balaga Layout,Bangalore,2600000.0,11,9,Unfurnished,7.17,2.59,3.97,5.05,30.93,18,82
Super built-up  Area,3.0,3.0,2.0,1804.0,Kalena Agrahara,Bangalore,12000000.0,18,14,Unfurnished,6.44,4.02,0.62,2.58,30.31,11,97
Super built-up  Area,2.0,2.0,1.0,913.0,Sarjapur,Bangalore,3200000.0,13,7,Unfurnished,4.21,3.94,3.68,7.13,43.71,34,91
Super built-up  Area,3.0,3.0,2.0,1868.0,Talaghattapura,Bangalore,13100000.0,5,2,Fully Furnished,11.07,3.88,3.44,6.31,38.43,33,84
Built-up  Area,2.0,2.0,1.0,883.0,Kengeri Satellite Town,Bangalore,4500000.0,5,11,Semi-Furnished,10.56,1.97,1.31,6.11,39.61,22,85
Plot  Area,2.0,2.0,1.0,900.0,Sundara Nagar,Bangalore,11000000.0,12,2,Fully Furnished,6.03,0.58,1.96,5.95,29.68,15,81
Super built-up  Area,3.0,2.0,3.0,1664.0,Kogilu,Bangalore,7395000.0,18,3,Semi-Furnished,8.43,4.2,1.02,4.94,40.15,14,95
Super built-up  Area,3.0,3.0,2.0,2026.0,Hegde Nagar,Bangalore,13200000.0,7,8,Unfurnished,6.84,4.67,2.03,9.37,40.02,26,94
Super built-up  Area,2.0,2.0,1.0,1210.0,Balagere,Bangalore,8090000.000000001,1,10,Fully Furnished,3.35,3.08,0.89,9.88,35.68,28,93
Plot  Area,4.0,4.0,2.0,4111.0,Meenakunte,Bangalore,25000000.0,0,9,Semi-Furnished,5.45,1.04,1.31,8.32,40.04,15,86
Super built-up  Area,3.0,3.0,3.0,1762.0,Kadugodi,Bangalore,9145000.0,14,13,Unfurnished,10.46,1.21,0.35,6.67,43.87,33,96
Super built-up  Area,3.0,3.0,3.0,1252.0,Jigani,Bangalore,5500000.0,0,14,Fully Furnished,9.87,4.36,2.3,7.93,31.3,19,96
Built-up  Area,2.0,2.0,1.0,861.0,Gollarapalya Hosahalli,Bangalore,3450000.0,4,3,Semi-Furnished,2.58,3.48,2.95,8.42,35.18,18,89
Built-up  Area,3.0,2.0,1.0,1420.0,7th Phase JP Nagar,Bangalore,10000000.0,15,9,Fully Furnished,2.29,1.61,0.97,3.12,35.17,31,90
Plot  Area,6.0,6.0,0.0,1450.0,Srirampura,Bangalore,25000000.0,18,12,Semi-Furnished,10.46,1.34,2.53,4.6,27.73,14,95
Built-up  Area,3.0,3.0,1.0,1490.0,Electronics City Phase 1,Bangalore,7880000.0,3,12,Fully Furnished,10.94,1.81,0.38,9.3,27.44,22,94
Super built-up  Area,3.0,2.0,1.0,1075.0,Bisuvanahalli,Bangalore,4600000.0,2,10,Fully Furnished,4.59,1.89,0.52,3.46,36.97,15,80
Super built-up  Area,3.0,2.0,2.0,1425.0,Old Madras Road,Bangalore,9400000.0,16,12,Semi-Furnished,5.17,4.18,2.27,8.72,44.25,30,87
Built-up  Area,2.0,2.0,1.0,1200.0,Kalena Agrahara,Bangalore,4000000.0,16,8,Fully Furnished,5.03,4.54,0.43,6.16,40.77,12,80
Super built-up  Area,3.0,2.0,2.0,1280.0,Kaggadasapura,Bangalore,5600000.0,11,5,Fully Furnished,2.83,1.63,1.94,7.11,40.88,27,94
Super built-up  Area,2.0,2.0,2.0,1084.0,Silver Springs Layout,Bangalore,5000000.0,13,11,Unfurnished,9.32,1.36,0.44,8.28,37.01,29,94
Super built-up  Area,2.0,2.0,2.0,1015.0,Chandapura,Bangalore,2588000.0,5,10,Semi-Furnished,5.39,2.99,1.53,9.15,27.69,12,89
Super built-up  Area,2.0,2.0,1.0,1017.0,Kanakpura Road,Bangalore,5125000.0,2,3,Fully Furnished,10.28,3.05,3.55,6.69,29.59,30,94
Super built-up  Area,2.0,2.0,2.0,1027.0,Haralur Road,Bangalore,4400000.0,8,11,Semi-Furnished,10.72,1.52,3.04,6.61,34.1,31,82
Super built-up  Area,2.0,2.0,2.0,1069.0,Electronic City Phase II,Bangalore,4500000.0,4,7,Fully Furnished,11.08,4.18,1.77,7.57,28.72,34,81
Super built-up  Area,2.0,2.0,1.0,1349.0,Hebbal,Bangalore,9820000.0,16,9,Semi-Furnished,10.09,4.64,1.53,2.61,36.59,27,89
Super built-up  Area,2.0,2.0,1.0,1005.0,9th Phase JP Nagar,Bangalore,5000000.0,13,12,Semi-Furnished,9.78,0.87,1.59,6.65,29.04,32,91
Super built-up  Area,2.0,2.0,3.0,1417.0,Jakkur,Bangalore,7500000.0,2,6,Unfurnished,6.22,3.92,0.7,7.91,36.74,12,97
Plot  Area,3.0,3.0,1.0,1475.0,TC Palaya,Bangalore,9800000.0,0,3,Unfurnished,1.78,2.76,1.68,2.21,36.84,32,89
Carpet  Area,2.0,2.0,2.0,950.0,Maruthi Sevanagar,Bangalore,4700000.0,19,5,Semi-Furnished,2.68,1.38,2.43,2.71,26.11,12,88
Super built-up  Area,4.0,4.0,0.0,2000.0,RMV 2nd Stage,Bangalore,12000000.0,0,7,Fully Furnished,7.07,2.43,3.42,6.72,43.95,23,97
Plot  Area,3.0,3.0,1.0,880.0,Giri Nagar,Bangalore,14000000.0,2,8,Semi-Furnished,5.28,2.78,2.79,4.07,44.84,34,90
Super built-up  Area,4.0,3.0,2.0,1863.0,Sarjapur  Road,Bangalore,10400000.0,17,13,Fully Furnished,10.21,3.14,2.62,6.58,26.06,19,94
Super built-up  Area,2.0,2.0,1.0,1010.0,Singasandra,Bangalore,2950000.0,9,14,Semi-Furnished,7.41,0.65,0.46,5.18,37.87,14,96
Super built-up  Area,3.0,2.0,1.0,1425.0,Kalena Agrahara,Bangalore,7000000.0,2,12,Unfurnished,2.54,3.63,0.74,5.06,26.46,14,93
Super built-up  Area,3.0,3.0,0.0,1450.0,Vijayanagar,Bangalore,10000000.0,7,4,Unfurnished,6.52,2.79,0.56,5.02,31.7,20,91
Super built-up  Area,3.0,3.0,2.0,1847.0,Kothanur,Bangalore,10500000.0,13,2,Fully Furnished,10.13,3.38,0.93,4.06,42.44,19,81
Super built-up  Area,2.0,2.0,3.0,1100.0,AECS Layout,Bangalore,4500000.0,17,10,Semi-Furnished,10.56,4.32,3.14,4.76,41.71,23,92
Super built-up  Area,1.0,1.0,1.0,525.0,Kanakpura Road,Bangalore,2600000.0,14,2,Fully Furnished,3.24,3.04,2.56,1.32,30.44,26,95
Super built-up  Area,3.0,3.0,2.0,1665.0,Mallasandra,Bangalore,9500000.0,1,12,Unfurnished,2.55,4.53,1.88,3.85,38.0,32,86
Super built-up  Area,4.0,4.0,3.0,1664.0,Begur,Bangalore,6500000.0,9,3,Semi-Furnished,5.56,4.07,0.24,3.85,25.78,19,82
Super built-up  Area,3.0,3.0,3.0,1850.0,JP Nagar,Bangalore,15000000.0,1,8,Unfurnished,2.19,3.33,2.74,6.19,41.5,22,91
Super built-up  Area,2.0,2.0,3.0,1438.0,Panathur,Bangalore,10000000.0,16,1,Unfurnished,9.13,3.12,2.25,6.74,30.38,17,97
Super built-up  Area,3.0,3.0,3.0,1560.0,Sunder Ram Shetty Nagar,Bangalore,11500000.0,7,14,Semi-Furnished,6.2,2.44,0.51,4.94,42.26,17,95
Super built-up  Area,2.0,2.0,1.0,1350.0,Yelahanka,Bangalore,5555000.0,0,7,Fully Furnished,3.58,4.46,2.86,1.94,36.18,27,83
Super built-up  Area,3.0,3.0,3.0,1550.0,Kanakpura Road,Bangalore,6700000.0,8,6,Semi-Furnished,2.58,2.36,1.23,8.78,41.53,25,88
Super built-up  Area,2.0,2.0,2.0,1140.0,Malleshpalya,Bangalore,4650000.0,10,14,Unfurnished,11.24,0.59,2.04,8.32,41.96,27,90
Plot  Area,5.0,5.0,2.0,1200.0,Srirampura,Bangalore,18000000.0,15,2,Unfurnished,1.95,0.65,1.41,6.16,39.35,26,95
Super built-up  Area,2.0,2.0,2.0,850.0,Kodathi,Bangalore,2700000.0,6,9,Unfurnished,2.53,4.67,1.43,5.11,35.2,23,97
Super built-up  Area,2.0,2.0,2.0,1280.0,Whitefield,Bangalore,7500000.0,9,13,Unfurnished,3.96,1.03,0.42,8.49,31.21,22,82
Built-up  Area,2.0,2.0,2.0,1170.0,Munnekollal,Bangalore,5200000.0,2,12,Fully Furnished,2.49,4.04,0.38,8.04,25.54,15,86
Super built-up  Area,2.0,2.0,1.0,1113.0,Motappa Layout,Bangalore,5100000.0,17,5,Semi-Furnished,8.26,4.32,3.16,6.47,30.73,26,82
Super built-up  Area,2.0,2.0,1.0,1385.0,Hennur Road,Bangalore,8309000.0,12,2,Semi-Furnished,3.79,2.98,0.21,4.04,42.55,31,85
Super built-up  Area,2.0,2.0,1.0,1128.0,Electronic City,Bangalore,6500000.0,6,3,Fully Furnished,6.54,4.28,1.29,6.53,28.69,26,85
Plot  Area,2.0,2.0,2.0,1200.0,Marathahalli,Bangalore,12800000.0,3,7,Fully Furnished,10.53,0.98,3.81,1.6,29.54,26,85
Plot  Area,4.0,4.0,3.0,1200.0,Akshaya Vana,Bangalore,16500000.0,12,7,Unfurnished,10.16,5.0,3.24,2.67,38.1,30,89
Super built-up  Area,3.0,3.0,2.0,2390.0,Rajaji Nagar,Bangalore,41500000.0,19,10,Semi-Furnished,3.04,3.19,2.17,9.38,43.02,15,86
Plot  Area,4.0,4.0,1.0,2400.0,Giri Nagar,Bangalore,40000000.0,0,1,Semi-Furnished,2.43,4.34,3.02,9.3,32.76,15,92
Super built-up  Area,3.0,3.0,2.0,1464.0,Haralur Road,Bangalore,5600000.0,7,10,Semi-Furnished,8.47,1.73,3.79,4.38,36.1,17,83
Super built-up  Area,2.0,2.0,2.0,1200.0,Manayata Tech Park,Bangalore,5500000.0,13,14,Fully Furnished,3.71,1.9,3.77,3.31,37.96,17,84
Super built-up  Area,2.0,2.0,2.0,1200.0,Kaval Byrasandra,Bangalore,5200000.0,15,11,Unfurnished,9.71,1.19,1.89,8.78,27.53,21,88
Super built-up  Area,3.0,2.0,1.0,1150.0,Kaggalipura,Bangalore,5500000.0,13,11,Unfurnished,6.06,3.72,1.43,8.48,37.2,28,96
Built-up  Area,3.0,3.0,2.0,1645.0,Basavanna Nagar,Bangalore,9500000.0,11,12,Semi-Furnished,3.12,0.61,3.04,9.82,35.05,26,82
Super built-up  Area,2.0,2.0,1.0,1000.0,Sarjapur  Road,Bangalore,6700000.0,18,4,Unfurnished,11.73,0.99,1.76,4.51,39.51,25,88
Plot  Area,4.0,4.0,2.0,2650.0,Haralur Road,Bangalore,19800000.0,14,6,Fully Furnished,2.08,1.28,0.79,7.97,32.98,25,90
Super built-up  Area,2.0,2.0,2.0,1192.0,6th Phase JP Nagar,Bangalore,7400000.0,1,8,Fully Furnished,2.81,3.61,0.94,6.61,31.31,23,90
Super built-up  Area,3.0,3.0,2.0,2135.0,Ulsoor,Bangalore,21500000.0,1,3,Semi-Furnished,10.03,3.44,2.26,1.89,35.84,16,91
Super built-up  Area,2.0,2.0,1.0,1173.0,Whitefield,Bangalore,5800000.0,18,14,Unfurnished,6.25,3.3,2.13,7.72,30.33,31,83
Built-up  Area,2.0,2.0,2.0,1020.0,Uttarahalli,Bangalore,4500000.0,16,3,Fully Furnished,11.35,2.36,1.96,2.91,38.58,22,90
Super built-up  Area,4.0,6.0,2.0,3122.0,Thigalarapalya,Bangalore,23000000.0,19,8,Fully Furnished,2.69,4.71,1.61,3.26,38.55,27,87
